dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,45.987103,13.000000,45.994822,18.376604,-77.184637,-0.000000,0.000000
0.020000,46.323761,13.000000,46.331480,16.832911,-77.184637,0.000000,0.000000
0.020000,46.629546,13.000000,46.637264,15.289218,-77.184637,0.000000,0.000000
0.020000,46.904456,13.000000,46.912175,13.745525,-77.184637,0.000000,0.000000
0.020000,47.148493,13.000000,47.156211,12.201833,-77.184637,0.000000,0.000000
0.020000,47.361656,13.000000,47.369374,10.658140,-77.184637,0.000000,0.000000
0.020000,47.543945,13.000000,47.551663,9.114447,-77.184637,0.000000,0.000000
0.020000,47.695360,13.000000,47.703078,7.570754,-77.184637,-0.000000,0.000000
0.020000,47.815901,13.000000,47.823619,6.027062,-77.184637,0.000000,0.000000
0.020000,47.905568,13.000000,47.913287,4.483369,-77.184637,0.000000,0.000000
0.020000,47.964362,13.000000,47.972080,2.939676,-77.184637,0.000000,0.000000
0.020000,47.993020,13.000000,48.000739,1.432911,-75.338271,92.318264,0.000000
0.020000,48.000000,13.000000,48.007718,0.348996,-54.195747,1057.126221,0.000000
0.020000,48.000000,13.000000,48.007718,0.000000,-17.449794,1837.297649,0.000000
